subject_ses,run,dwi_file,bval_word_count,log_found,failed_in_log,truly_failed
sub-14741x2340_ses-SCAP1,06,sub-14741x2340_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14741x2340_ses-SCAP1,05,sub-14741x2340_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14752x740_ses-SCAP1,06,sub-14752x740_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14752x740_ses-SCAP1,05,sub-14752x740_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14757x1640_ses-SCAP1,05,sub-14757x1640_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14757x1640_ses-SCAP1,06,sub-14757x1640_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,10,sub-14858x320_ses-SCAP1_run-10_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,07,sub-14858x320_ses-SCAP1_run-07_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,12,sub-14858x320_ses-SCAP1_run-12_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,06,sub-14858x320_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,05,sub-14858x320_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14858x320_ses-SCAP1,13,sub-14858x320_ses-SCAP1_run-13_dwi.nii.gz,0,True,True,False
sub-14875x1040_ses-SCAP1,05,sub-14875x1040_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14875x1040_ses-SCAP1,06,sub-14875x1040_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14922x340_ses-SCAP1,05,sub-14922x340_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14922x340_ses-SCAP1,06,sub-14922x340_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14967x2640_ses-SCAP1,04,sub-14967x2640_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
sub-14761x1440_ses-SCAP1,06,sub-14761x1440_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14761x1440_ses-SCAP1,05,sub-14761x1440_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14769x240_ses-SCAP1,05,sub-14769x240_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14769x240_ses-SCAP1,06,sub-14769x240_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14746x840_ses-SCAP1,05,sub-14746x840_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14746x840_ses-SCAP1,06,sub-14746x840_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14875x840_ses-SCAP1,06,sub-14875x840_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14875x840_ses-SCAP1,05,sub-14875x840_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14872x1540_ses-SCAP1,06,sub-14872x1540_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14872x1540_ses-SCAP1,05,sub-14872x1540_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14813x940_ses-SCAP1,04,sub-14813x940_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
sub-14824x1240_ses-SCAP1,04,sub-14824x1240_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
sub-14732x640_ses-SCAP1,05,sub-14732x640_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14732x640_ses-SCAP1,06,sub-14732x640_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14744x540_ses-SCAP1,05,sub-14744x540_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14744x540_ses-SCAP1,06,sub-14744x540_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14733x1540_ses-SCAP1,05,sub-14733x1540_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14733x1540_ses-SCAP1,06,sub-14733x1540_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14761x1140_ses-SCAP1,06,sub-14761x1140_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14761x1140_ses-SCAP1,05,sub-14761x1140_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14714x1840_ses-SCAP1,05,sub-14714x1840_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14714x1840_ses-SCAP1,06,sub-14714x1840_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14872x1640_ses-SCAP1,06,sub-14872x1640_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14872x1640_ses-SCAP1,05,sub-14872x1640_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14744x640_ses-SCAP1,05,sub-14744x640_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14744x640_ses-SCAP1,06,sub-14744x640_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14872x1340_ses-SCAP1,05,sub-14872x1340_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14872x1340_ses-SCAP1,06,sub-14872x1340_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14705x1440_ses-SCAP1,05,sub-14705x1440_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14705x1440_ses-SCAP1,06,sub-14705x1440_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14741x2240_ses-SCAP1,05,sub-14741x2240_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14741x2240_ses-SCAP1,06,sub-14741x2240_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14752x640_ses-SCAP1,05,sub-14752x640_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14752x640_ses-SCAP1,06,sub-14752x640_ses-SCAP1_run-06_dwi.nii.gz,0,True,True,False
sub-14832x820_ses-SCAP1,04,sub-14832x820_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
sub-14832x820_ses-SCAP1,05,sub-14832x820_ses-SCAP1_run-05_dwi.nii.gz,0,True,True,False
sub-14869x1340_ses-SCAP1,04,sub-14869x1340_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
sub-14922x440_ses-SCAP1,04,sub-14922x440_ses-SCAP1_run-04_dwi.nii.gz,0,True,True,False
